EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,holidays
177,31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Director,Divorced,53430,1,14,1,13,3,13,0,8,3,2,4,3,3,13
178,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280,7,22,0,15,2,7,7,7,2,3,4,2,4,15
179,33,Yes,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7,25,0,8,5,4,1,3,1,4,3,3,4,5
180,30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,48500,0,12,1,4,4,3,1,2,4,2,3,3,3,8
181,35,No,Travel_Rarely,Research & Development,12,2,Medical,Female,2,Sales Representative,Married,28090,4,23,1,10,2,8,0,0,4,3,3,1,4,7
182,31,Yes,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3,15,2,12,2,1,0,0,1,3,3,2,3,21
183,34,Yes,Travel_Frequently,Sales,17,1,Marketing,Male,1,Research Director,Divorced,20010,9,22,1,11,5,3,0,2,2,1,3,4,4,12
184,42,No,Travel_Frequently,Research & Development,2,4,Medical,Female,1,Research Scientist,Married,29770,4,15,3,8,3,2,2,0,2,3,3,2,3,13
185,36,No,Non-Travel,Research & Development,3,4,Medical,Male,1,Research Scientist,Single,40250,1,11,0,10,3,10,9,7,2,4,2,3,3,5
186,22,Yes,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850,5,13,2,4,2,2,1,2,3,3,3,3,3,15
187,48,No,Travel_Rarely,Research & Development,6,3,Medical,Male,1,Laboratory Technician,Married,108540,2,14,1,14,6,9,6,7,2,4,3,3,3,18
188,55,No,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Sales Executive,Single,120310,3,11,0,37,5,10,7,7,1,2,3,3,3,15
189,41,No,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Research Scientist,Single,99360,7,17,1,16,2,14,1,10,4,4,3,2,3,19
190,35,No,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Sales Representative,Married,29660,9,18,0,15,2,11,6,9,2,3,3,2,3,16
191,40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,2,Laboratory Technician,Single,25710,7,14,0,22,1,20,5,13,2,3,3,3,3,5
192,39,No,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Research Scientist,Married,99910,1,16,1,8,3,8,0,7,3,3,3,3,3,7
193,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Research Director,Single,61420,4,13,2,10,2,6,0,5,2,4,4,2,3,7
194,42,No,Travel_Rarely,Research & Development,5,3,Medical,Male,3,Sales Executive,Married,53900,1,14,0,10,3,10,5,8,4,1,2,3,3,13
195,45,No,Travel_Rarely,Research & Development,2,1,Medical,Female,4,Sales Executive,Married,44040,0,23,0,9,2,8,3,7,4,2,4,3,4,23
196,26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0,12,0,8,3,7,1,0,NA,3,2,3,3,5
197,29,No,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Research Scientist,Divorced,51300,4,11,0,8,3,3,1,2,4,4,4,2,3,21
198,33,No,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Laboratory Technician,Divorced,20900,4,16,0,10,2,6,0,5,1,3,3,3,3,8
199,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Divorced,29090,9,14,2,10,2,5,0,1,3,4,2,3,3,15
200,18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1,18,2,0,4,0,0,0,2,2,3,4,3,8
201,40,No,Non-Travel,Research & Development,1,4,Technical Degree,Female,2,Laboratory Technician,Divorced,30680,3,19,0,20,3,1,0,1,3,1,3,2,3,10
202,41,No,Non-Travel,Research & Development,23,3,Life Sciences,Male,2,Manufacturing Director,Single,26700,2,15,2,10,2,8,0,7,1,3,3,2,3,19
203,26,No,Travel_Rarely,Research & Development,9,4,Medical,Male,3,Healthcare Representative,Divorced,26930,5,17,3,8,3,0,0,0,1,3,3,2,3,20
204,35,No,Travel_Rarely,Research & Development,16,4,Medical,Male,2,Human Resources,Single,95260,1,15,0,5,2,5,0,3,1,3,3,2,3,21
205,34,No,Travel_Rarely,Research & Development,26,3,Medical,Male,1,Laboratory Technician,Single,52370,1,19,1,10,3,10,5,7,4,4,3,2,3,12
206,26,Yes,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1,22,0,1,3,1,0,0,3,4,1,1,4,16
207,37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Single,41930,4,16,1,12,5,6,1,2,2,4,4,3,3,9
208,46,No,Travel_Frequently,Research & Development,4,1,Medical,Male,5,Human Resources,Married,29110,5,13,0,28,3,2,1,2,1,3,2,3,3,21
209,41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,1,Research Director,Married,26610,7,14,1,22,2,18,11,8,2,1,3,3,3,10
210,37,No,Non-Travel,Research & Development,7,2,Medical,Male,1,Sales Executive,Divorced,20280,1,16,1,9,3,9,7,7,1,2,3,3,3,8
211,52,No,Travel_Rarely,Sales,2,1,Medical,Male,1,Laboratory Technician,Divorced,99800,NA,11,1,18,2,10,6,9,4,1,3,3,3,5
212,32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8,22,0,6,4,4,1,2,4,3,3,2,4,8
213,24,No,Travel_Frequently,Sales,22,3,Life Sciences,Female,1,Healthcare Representative,Married,29350,0,14,2,3,5,2,2,1,4,4,3,2,3,7
214,38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Research Scientist,Married,154270,3,16,1,18,2,1,0,0,3,3,3,3,3,10
215,37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,5,Research Scientist,Married,39440,6,11,2,8,3,6,4,3,2,2,2,3,3,12
216,49,No,Travel_Rarely,Sales,21,1,Life Sciences,Male,1,Sales Executive,Divorced,40110,1,18,2,31,2,31,0,9,4,3,3,1,3,8
217,24,No,Travel_Rarely,Sales,1,3,Marketing,Female,1,Sales Executive,Married,34070,1,15,2,6,2,6,1,4,2,4,3,2,3,18
218,26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,Female,4,Sales Executive,Married,119940,1,14,1,6,6,5,1,4,1,2,4,3,3,7
219,24,No,Travel_Rarely,Sales,7,3,Medical,Female,1,Laboratory Technician,Married,12320,1,12,0,1,4,1,0,0,4,2,3,1,3,17
220,50,No,Travel_Frequently,Sales,2,2,Marketing,Male,1,Sales Executive,Married,29600,1,14,3,32,2,32,10,7,1,2,3,3,3,5
221,25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Research Scientist,Married,190940,1,16,0,7,3,7,0,6,2,3,3,2,3,22
222,24,Yes,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1,21,0,6,3,6,1,2,1,3,3,3,4,3
223,30,Yes,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1,14,0,1,2,1,0,0,2,1,4,3,3,16
224,34,No,Travel_Rarely,Sales,6,2,Life Sciences,Male,4,Research Director,Married,102480,1,12,1,6,4,6,1,3,2,4,3,3,3,18
225,31,Yes,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2,12,2,9,2,3,1,2,2,1,1,2,3,10
226,35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,5,Sales Executive,Single,24960,4,17,3,9,3,3,0,2,1,4,3,3,3,10
227,31,No,Travel_Rarely,Sales,1,3,Marketing,Female,2,Sales Executive,Divorced,64650,4,17,0,13,3,7,5,7,1,4,4,3,3,15
228,27,No,Travel_Rarely,Sales,22,4,Medical,Male,1,Sales Representative,Divorced,22060,0,14,1,6,4,5,0,3,1,3,2,3,3,10
229,37,No,Travel_Rarely,Sales,9,4,Marketing,Female,2,Laboratory Technician,Married,20860,4,14,0,17,3,3,1,0,4,3,2,3,3,6
230,20,No,Travel_Rarely,Research & Development,17,4,Medical,Female,1,Sales Representative,Single,22930,1,13,2,1,3,1,0,0,4,2,4,1,3,7
231,42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,2,Manufacturing Director,Married,26450,1,15,0,10,5,10,2,2,3,4,3,3,3,14
232,43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,Female,2,Sales Executive,Divorced,26830,4,11,0,21,3,1,0,0,2,4,2,3,3,4
233,38,No,Travel_Rarely,Human Resources,2,4,Medical,Male,1,Human Resources,Single,20140,3,17,1,8,5,0,0,0,3,1,2,4,3,7
234,43,No,Travel_Frequently,Sales,4,3,Medical,Female,2,Healthcare Representative,Divorced,34190,3,11,1,10,5,8,4,7,4,3,3,3,3,6
235,48,No,Travel_Rarely,Research & Development,8,1,Medical,Male,2,Laboratory Technician,Married,53760,7,13,1,21,3,3,0,2,4,1,1,4,3,12
236,44,No,Travel_Rarely,Sales,29,4,Marketing,Male,2,Sales Executive,Single,19510,4,22,3,10,4,2,0,2,1,3,4,4,4,21
237,34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Laboratory Technician,Divorced,23410,1,20,2,8,3,8,0,6,3,3,3,2,4,16
238,27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0,18,0,5,0,4,0,2,3,1,3,3,3,10
239,21,No,Travel_Rarely,Sales,16,2,Life Sciences,Male,3,Sales Executive,Single,87260,1,11,1,3,2,3,1,2,3,3,3,1,3,19
240,44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Laboratory Technician,Married,40110,4,14,1,26,2,2,0,1,4,4,4,3,3,18
241,22,No,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Laboratory Technician,Married,195450,0,14,0,3,3,2,2,2,1,3,3,2,3,22
242,33,No,Travel_Rarely,Sales,13,4,Marketing,Female,2,Manufacturing Director,Divorced,45680,0,18,1,6,2,5,1,2,3,3,3,3,3,14
243,32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Healthcare Representative,Married,30220,1,16,1,6,3,6,0,5,1,4,2,3,3,7
244,30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,Male,3,Manager,Divorced,57720,1,17,0,1,3,1,0,0,3,3,3,3,3,12
245,53,No,Travel_Rarely,Research & Development,24,3,Other,Female,3,Manager,Single,22690,7,11,1,18,2,14,8,10,4,1,4,2,3,14
246,34,No,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Research Scientist,Married,53810,1,12,0,10,0,10,8,8,2,4,2,3,3,10
247,45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2,13,1,5,5,1,0,0,1,1,3,3,3,21
248,26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Manufacturing Director,Married,54540,1,13,1,3,5,3,0,2,3,4,3,4,3,5
249,37,No,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Manager,Married,98840,1,14,0,10,3,10,7,8,3,3,3,2,3,11
250,29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Healthcare Representative,Married,41570,1,17,3,6,2,6,1,2,2,3,2,3,3,15
251,35,No,Travel_Rarely,Research & Development,10,5,Medical,Female,4,Laboratory Technician,Single,134580,1,11,0,17,3,17,11,8,2,4,3,3,3,12
252,33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,90690,3,25,1,15,3,13,4,7,3,4,1,3,4,7
253,54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Sales Executive,Married,40140,2,19,1,16,4,9,7,1,3,2,4,2,3,21
254,36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Divorced,59150,2,13,1,13,3,3,0,2,2,2,3,2,3,12
255,27,No,Travel_Rarely,Sales,9,3,Marketing,Male,5,Research Director,Single,59930,0,14,1,5,3,4,1,1,1,4,3,1,3,19
256,20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1,12,3,1,2,1,1,1,4,3,3,2,3,11
257,33,Yes,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1,11,0,10,3,10,9,7,1,1,3,3,3,3
258,35,No,Non-Travel,Research & Development,2,1,Medical,Male,1,Research Scientist,Married,187400,1,19,1,1,2,1,0,0,3,3,3,4,3,18
259,23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,76370,2,11,1,5,3,3,0,2,1,1,4,3,3,15
260,25,No,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manufacturing Director,Married,100960,0,11,1,4,3,3,1,2,4,2,3,3,3,8
261,38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,5,Research Scientist,Single,147560,0,20,1,8,3,7,0,5,4,4,3,2,4,7
262,29,No,Travel_Frequently,Sales,2,4,Life Sciences,Male,4,Healthcare Representative,Divorced,64990,1,18,3,10,3,10,2,8,2,4,3,2,3,20
263,48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,1,Sales Executive,Married,97240,3,13,0,12,2,2,2,2,2,2,3,4,3,19
264,27,No,Travel_Frequently,Sales,4,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940,1,12,0,6,5,6,0,4,4,4,3,3,3,15
265,37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Manager,Single,33880,3,11,0,4,2,1,0,0,4,4,3,4,3,20
266,50,No,Travel_Rarely,Sales,5,3,Medical,Male,1,Laboratory Technician,Married,54730,1,19,1,20,2,20,3,8,4,3,3,4,3,3
267,34,No,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Healthcare Representative,Single,27030,1,21,1,9,2,8,7,7,4,2,4,3,4,17
268,24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9,12,0,4,3,2,2,0,1,3,3,1,3,8
269,39,No,Travel_Rarely,Research & Development,12,5,Medical,Female,1,Sales Representative,Single,62200,1,14,2,20,2,20,11,10,4,3,3,3,3,16
270,32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Research Scientist,Single,30380,1,11,0,10,5,10,0,8,4,4,2,1,3,15
271,50,Yes,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3,14,1,18,2,4,1,3,2,3,3,2,3,3
272,38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Sales Executive,Single,43120,0,12,1,10,2,9,1,8,2,4,2,2,3,16
273,27,No,Travel_Rarely,Research & Development,10,3,Medical,Male,5,Research Scientist,Married,132450,1,23,1,9,3,9,0,7,3,1,3,2,4,18
274,32,No,Travel_Rarely,Sales,1,3,Medical,Male,2,Sales Executive,Single,136640,3,14,0,10,6,7,7,7,3,4,NA,3,3,19
275,47,No,Travel_Rarely,Research & Development,2,3,Medical,Female,5,Sales Executive,Single,50210,2,17,0,20,3,7,1,7,4,1,3,3,3,18
276,40,No,Travel_Frequently,Research & Development,3,4,Medical,Female,3,Human Resources,Married,51260,5,18,0,20,2,18,1,12,4,1,3,3,3,7
277,53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,Male,2,Laboratory Technician,Married,28590,3,18,1,32,2,5,1,3,3,3,3,3,3,19
278,41,No,Travel_Rarely,Sales,6,3,Medical,Male,1,Sales Executive,Divorced,102390,3,24,3,23,3,21,12,6,2,4,2,3,4,22
279,60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Laboratory Technician,Single,53290,8,20,0,10,3,2,2,2,1,1,3,4,4,12
280,27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,2,Manufacturing Director,Divorced,43250,1,14,0,9,2,9,1,7,4,1,2,2,3,12
281,41,No,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Manufacturing Director,Married,72600,1,16,0,22,2,22,2,10,4,3,3,3,3,16
282,50,No,Travel_Rarely,Sales,9,3,Life Sciences,Male,2,Research Scientist,Married,23220,7,25,1,4,0,2,2,2,4,2,3,4,4,22
283,28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7,18,3,10,0,7,3,7,1,2,3,2,3,20
284,36,No,Non-Travel,Research & Development,10,4,Technical Degree,Female,2,Research Scientist,Married,41520,9,19,1,10,3,8,0,5,1,1,3,3,3,11
285,38,No,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Manager,Single,96190,4,13,1,10,2,1,0,0,3,3,4,3,3,20
286,44,No,Non-Travel,Research & Development,8,2,Life Sciences,Male,1,Research Scientist,Single,135030,2,12,0,9,6,5,1,4,1,3,3,2,3,8
287,47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,Male,1,Research Scientist,Divorced,54410,9,22,1,28,6,22,11,13,4,3,2,2,4,20
288,30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Sales Executive,Divorced,52090,7,14,1,10,3,8,7,7,3,4,2,3,3,16
289,29,No,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Single,106730,1,13,3,1,2,1,0,0,3,3,3,3,3,6
290,42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6,21,3,7,3,2,2,2,3,3,3,3,4,10
291,43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,135490,3,11,2,7,3,2,2,2,4,4,3,3,3,13
292,34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,Male,2,Healthcare Representative,Single,49990,3,12,2,10,2,5,4,3,2,3,3,4,3,6
293,23,No,Travel_Rarely,Sales,13,3,Marketing,Male,5,Sales Executive,Married,42210,1,11,1,5,4,4,0,2,2,1,4,3,3,18
294,39,No,Travel_Rarely,Sales,2,4,Marketing,Female,4,Healthcare Representative,Married,138720,9,12,3,12,3,8,3,6,3,2,1,2,3,8
295,56,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Manager,Married,20420,7,12,0,30,6,10,1,1,3,4,2,3,3,16
296,40,No,Travel_Rarely,Sales,9,3,Marketing,Male,2,Research Scientist,Single,20730,0,14,0,5,3,4,2,3,4,4,2,3,3,15
297,27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Laboratory Technician,Single,29560,8,13,0,9,6,7,0,7,4,1,1,3,3,5
298,29,No,Travel_Rarely,Sales,20,3,Marketing,Female,2,Manager,Divorced,29260,1,15,1,2,3,2,2,2,4,2,3,2,3,20
299,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,3,Laboratory Technician,Single,48090,2,18,0,19,2,2,2,2,4,4,3,3,3,22
300,35,No,Non-Travel,Research & Development,5,1,Medical,Male,1,Healthcare Representative,Divorced,51630,2,18,2,16,4,1,0,0,4,1,4,3,3,18
301,32,No,Travel_Frequently,Sales,4,4,Life Sciences,Male,2,Sales Executive,Married,188440,1,19,0,10,3,10,4,7,NA,4,3,1,3,22
302,38,No,Travel_Rarely,Sales,10,3,Medical,Male,4,Laboratory Technician,Married,181720,6,12,2,6,5,1,0,1,4,3,1,3,3,12
303,34,No,Travel_Rarely,Research & Development,20,3,Medical,Female,3,Laboratory Technician,Divorced,57440,3,19,1,7,4,0,0,0,2,1,3,2,3,11
304,52,No,Travel_Rarely,Sales,21,5,Technical Degree,Male,3,Manager,Married,28890,1,11,1,34,2,34,1,16,3,1,4,3,3,19
305,33,Yes,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1,17,3,10,2,10,7,8,4,4,2,3,3,11
306,25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Single,74840,1,15,0,6,3,6,1,4,3,4,2,3,3,17
307,45,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Healthcare Representative,Single,60740,0,14,0,9,2,8,3,1,2,3,3,3,3,14
308,23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,Female,2,Research Scientist,Single,173280,1,17,1,2,2,2,0,2,1,3,3,1,3,17
309,47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4,13,1,NA,2,5,1,3,2,3,3,3,3,17
310,34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,Male,1,Research Scientist,Single,45050,1,12,0,6,3,6,1,4,4,4,3,3,3,5
311,55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5,12,0,24,2,5,1,4,4,1,3,3,3,10
312,36,No,Non-Travel,Research & Development,7,2,Life Sciences,Male,5,Sales Executive,Single,116310,1,18,1,10,2,10,0,9,1,1,3,1,3,17
313,52,No,Non-Travel,Research & Development,1,4,Life Sciences,Male,5,Sales Executive,Married,97380,0,18,2,5,2,4,1,2,4,4,3,3,3,7
314,26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,1,Manufacturing Director,Divorced,28350,3,11,1,5,2,2,2,0,1,NA,3,3,3,17
315,29,No,Travel_Rarely,Research & Development,10,2,Medical,Male,3,Manufacturing Director,Married,169590,4,14,3,11,5,8,1,1,2,3,2,3,3,9
316,26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Laboratory Technician,Single,26130,6,19,1,6,2,4,1,2,4,1,2,3,3,19
317,34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,Male,2,Manufacturing Director,Single,61460,2,12,0,10,3,4,1,3,2,4,3,3,3,10
318,54,No,Travel_Rarely,Research & Development,18,4,Medical,Female,2,Laboratory Technician,Divorced,49630,9,15,1,9,2,5,1,4,4,1,3,3,3,5
319,27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,4,Research Scientist,Married,195370,0,12,0,5,5,4,1,1,3,4,3,3,3,11
320,37,No,Travel_Rarely,Sales,2,4,Technical Degree,Male,2,Manufacturing Director,Divorced,61720,0,11,0,6,1,5,4,3,4,1,2,3,3,6
321,38,No,Travel_Frequently,Sales,2,4,Life Sciences,Female,2,Research Scientist,Single,23680,6,11,1,17,3,15,4,12,1,1,3,3,3,7
322,34,No,Travel_Rarely,Sales,2,3,Marketing,Male,1,Sales Representative,Single,103120,1,12,0,6,2,6,1,3,3,1,3,3,3,18
323,35,No,Travel_Rarely,Research & Development,5,4,Medical,Male,3,Manager,Married,16750,1,16,0,3,6,3,0,2,1,4,2,2,3,5
324,30,No,Travel_Rarely,Research & Development,20,3,Medical,Male,1,Laboratory Technician,Married,25230,3,13,1,7,2,2,0,2,4,3,3,3,3,21
325,40,No,Travel_Frequently,Research & Development,10,4,Medical,Male,2,Manufacturing Director,Married,65670,1,13,1,8,3,8,3,7,3,2,3,4,3,6
326,34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,3,Healthcare Representative,Married,47390,5,24,2,6,2,3,1,2,3,1,3,3,4,20
327,42,No,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Manufacturing Director,Divorced,92080,1,15,1,24,2,24,14,9,2,4,2,4,3,7
328,23,Yes,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1,18,1,1,2,0,0,0,3,1,3,2,3,12
329,24,No,Non-Travel,Sales,1,5,Marketing,Female,1,Manufacturing Director,Divorced,81890,1,14,1,1,3,1,0,0,3,2,3,3,3,8
330,52,No,Travel_Rarely,Research & Development,29,3,Life Sciences,Male,2,Manufacturing Director,Married,29420,8,11,1,9,1,5,1,4,4,3,3,2,3,12
331,50,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,Sales Executive,Married,49410,5,11,1,30,3,4,0,3,3,3,3,1,3,13
332,29,Yes,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Married,106500,1,13,2,1,2,1,0,0,2,1,3,4,3,1
333,33,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,4,Manufacturing Director,Married,59020,0,12,1,14,2,13,3,7,3,3,4,3,3,8
334,33,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,Male,1,Human Resources,Single,86390,5,16,2,6,3,3,0,2,1,1,3,2,3,7
335,47,No,Travel_Rarely,Research & Development,6,4,Other,Male,2,Manager,Married,63470,1,14,0,26,2,26,3,0,3,4,2,4,3,11
336,36,No,Travel_Rarely,Sales,6,3,Medical,Female,2,Sales Executive,Married,42000,0,22,0,10,3,9,0,5,3,2,3,3,4,21
337,29,No,Travel_Rarely,Research & Development,10,3,Other,Male,1,Research Scientist,Married,34520,1,11,0,10,3,10,0,7,3,3,3,2,3,16
338,58,Yes,Travel_Rarely,Research & Development,24,3,Other,Female,2,Research Scientist,Single,43170,7,17,0,40,2,31,13,8,4,2,3,3,3,17
339,35,No,Travel_Rarely,Sales,10,4,Marketing,Female,1,Research Scientist,Single,26320,3,13,3,7,3,2,2,2,4,3,3,4,3,12
340,42,No,Travel_Rarely,Sales,15,1,Marketing,Male,2,Laboratory Technician,Married,46680,9,18,2,8,2,4,0,2,4,4,3,3,3,17
341,28,Yes,Travel_Rarely,Research & Development,19,4,Medical,Female,2,Sales Executive,Single,32040,6,16,1,5,4,2,2,1,3,3,2,2,3,19
342,36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Healthcare Representative,Married,27200,4,14,1,8,3,5,0,4,3,2,3,3,3,21
343,32,No,Travel_Rarely,Research & Development,3,1,Medical,Male,2,Manufacturing Director,Married,171810,1,14,0,14,2,14,6,8,3,3,3,2,3,18
344,40,No,Travel_Frequently,Sales,9,3,Marketing,Male,3,Manufacturing Director,Single,22380,NA,14,0,10,3,1,0,0,1,3,3,3,3,17
